1283 19 19 49.7323 -53 43 15.312 Gaia DR3 6643792207608283392 Smethells 36                     HIP 94997  11.58  12.07   9.38  1.280 1.305  9.25 M2V             0.745 5p  38 9 0.143 1.421 0.130 0.025 0.070 0.113 2.5e-03    3.0 11.6 1.90  17.61                   0 0
1284 16 59 05.7914 +20 49 00.678 Gaia DR3 4561960197043079808 PM J16590+2049                              11.58  12.26   8.83        1.686 14.81                 0.692 5p  55 8 0.144 1.388 0.130 0.029 0.072 0.108 1.1e-03    3.3  6.6 1.86  27.50                   0 0
1285                             Gaia DR3  637751829698267648                                             11.58                      1.145  8.45                 0.770 5p  47 9 0.122 1.202 0.132 0.025 0.079 0.102 5.9e-03    2.8 11.7 1.92  16.27                   0 0
1286                             Gaia DR3 1052236617807334528                                             11.58                      1.384 10.29                 0.736 5p  63 9 0.217 1.573 0.129 0.025 0.075 0.146 0.0e+00    5.6 13.3 1.90  19.52                   1 0
1287 20 18 17.8411 -11 55 58.419 Gaia DR3 6880153814214959872 TYC 5749-510-1                              11.58  12.02   9.57  0.740 1.155  8.42                 0.832 5p  53 8 0.152 1.245 0.132 0.025 0.076 0.105 2.6e-03    3.0 12.7 1.98  16.64                   0 0
1288 11 16 10.9221 -44 50 44.700 Gaia DR3 5376516928167475072 Gaia DR3 5376516928167475072                11.58                      1.332 11.53                 0.734 5p  66 8 0.158 1.367 0.130 0.025 0.072 0.105 6.7e-04    3.4  8.5 1.89  21.83                   0 0
1289                             Gaia DR3 4988410076841357056                                             11.59                      1.708 15.52                 0.693 5p  68 9 0.166 1.449 0.131 0.029 0.076 0.130 0.0e+00    4.8  7.5 1.86  28.84                   0 0
1290                             Gaia DR3 4461556093734129280                                             11.59                      1.202  8.54                 0.751 5p  74 8 0.156 1.296 0.131 0.025 0.072 0.096 2.2e-03    3.1 10.7 1.91  16.30                   0 0
1291 20 04 32.6004 -56 26 17.165 Gaia DR3 6447997297264457856 TYC 8784-1795-1                             11.59  12.19   9.57  0.550 1.158  8.30                 0.787 5p  54 9 0.133 1.292 0.132 0.025 0.072 0.099 4.9e-03    2.8 11.7 1.94  16.10                   0 0
1292 03 42 17.0768 +34 25 47.355 Gaia DR3  218252443935929856 PM J03422+3425                              11.59  12.25   8.68        1.807 19.11                 0.650 5p  67 8 0.192 1.523 0.133 0.031 0.073 0.137 0.0e+00    5.0  6.2 1.82  34.76                   0 0
1293 00 25 01.4917 -49 34 51.442 Gaia DR3 4973869619680655104 UCAC2  10321338                             11.59  11.85   9.41  1.050 1.269  9.82                 0.737 5p  83 9 0.147 1.341 0.130 0.025 0.079 0.121 0.0e+00    4.7 11.6 1.90  18.62                   0 0
1294 09 34 27.5567 +25 59 22.071 Gaia DR3  645939304379450240 StKM 1-788                                  11.59  11.54   8.95  2.260 1.588 13.87 K4              0.722 5p  61 8 0.155 1.307 0.128 0.027 0.079 0.109 3.6e-04    3.6  7.3 1.88  26.13                   0 0
1295 20 25 28.8641 +23 17 09.059 Gaia DR3 1831040735503203072 TYC 2156-1181-1                             11.59  11.50   9.47  1.620 1.215  9.17                 0.751 5p  86 8 0.173 1.339 0.131 0.025 0.074 0.109 6.0e-05    4.0 11.3 1.91  17.50                   0 0
1296 07 48 54.5853 +11 46 09.511 Gaia DR3 3151559148251926144 TYC  787-125-1                              11.59  12.15   9.17  0.930 1.455 10.98                 0.726 5p  41 9 0.156 1.420 0.129 0.026 0.075 0.121 4.6e-04    3.5 10.3 1.89  20.72                   0 0
1297 10 26 48.5877 -32 42 34.072 Gaia DR3 5448456874459742208 TYC 7188-1260-1                             11.59  11.70   9.52  0.780 1.175  8.90                 0.797 5p  64 8 0.147 1.295 0.131 0.025 0.072 0.097 3.4e-03    2.9 10.8 1.95  17.33                   0 0
1298 19 44 25.2221 -33 46 39.730 Gaia DR3 6741588823396922752 UCAC4 282-209579                            11.59  11.97   9.22  1.146 1.393 11.48                 0.727 5p  49 9 0.175 1.612 0.128 0.025 0.075 0.154 0.0e+00    5.4 12.5 1.89  21.68                   0 0
1299                             Gaia DR3 6070090267417923584                                             11.59                      1.365 11.06                 0.748 5p  45 8 0.163 1.426 0.128 0.025 0.074 0.121 2.6e-04    3.7 10.4 1.91  21.08                   0 0
1300                             Gaia DR3 6855294406063785984                                             11.59                      1.572 13.63                 0.722 5p  44 8 0.145 1.312 0.128 0.027 0.077 0.106 3.0e-03    3.0  7.2 1.88  25.68                   0 0
1301 09 47 52.9308 -33 55 22.878 Gaia DR3 5438351228729804160 TYC 7176-199-1                              11.60  11.95   9.18  0.920 1.417 12.32                 0.725 5p  82 8 0.159 1.325 0.128 0.025 0.074 0.096 8.7e-04    3.3  7.2 1.89  23.24                   0 0
1302                             Gaia DR3 5017480992482004096                                             11.60                      1.309  9.81                 0.729 6p  69 9 0.171 1.658 0.148 0.038 0.077 0.128 1.2e-04    3.9 12.1 1.89  18.55                   0 0
1303 04 13 28.1097 +42 59 59.986 Gaia DR3  229108884310955392 G  81-9                                     11.60          8.65        1.864 18.52                 0.664 5p  54 9 0.142 1.361 0.133 0.032 0.070 0.098 6.5e-03    2.7  4.6 1.83  33.94                   0 0
1304 13 29 00.3661 -00 07 24.595 Gaia DR3 3686939156842047104 MGC 46884                                   11.60          9.01        1.538 14.04                 0.707 5p  57 9 0.195 1.474 0.128 0.027 0.079 0.137 0.0e+00    4.9  8.9 1.87  26.26                   0 0
1305 14 05 21.5233 +35 40 08.018 Gaia DR3 1482613403386906112 TYC 2551-559-1                              11.60  11.80   9.41  1.210 1.260  9.47                 0.778 5p 100 9 0.155 1.388 0.130 0.025 0.076 0.122 0.0e+00    5.2 12.5 1.93  18.29                   0 0
1306 09 55 49.5493 +26 41 12.884 Gaia DR3  643960462623002880 G  49-29                                    11.60  12.03   9.09  1.160 1.457 12.62                 0.716 5p  73 8 0.168 1.377 0.128 0.026 0.080 0.123 0.0e+00    4.6  9.0 1.88  23.70                   0 0
1307                             Gaia DR3 5955807612947684480                                             11.60                      1.309 10.38                 0.744 5p  54 8 0.178 1.285 0.129 0.025 0.084 0.124 5.0e-05    4.0 11.2 1.90  19.76                   0 0
1308 02 40 53.0272 +60 24 56.543 Gaia DR3  465183548445045376 TYC 4047-2021-1                             11.60  11.75   9.46  1.430 1.232  9.67                 0.751 5p  83 8 0.182 1.501 0.130 0.025 0.074 0.137 0.0e+00    5.7 13.4 1.91  18.46                   0 0
1309 10 54 45.7424 +43 12 43.806 Gaia DR3  781694360088934016 UCAC4 667-056066                            11.60  12.07   9.02  1.241 1.540 12.92                 0.733 5p  63 8 0.178 1.519 0.128 0.027 0.079 0.147 0.0e+00    5.7 10.6 1.89  24.45                   0 0
1310                             Gaia DR3 5058502706162070400                                             11.60                      1.325 10.41                 0.714 5p  93 8 0.184 1.466 0.128 0.025 0.076 0.134 0.0e+00    5.9 11.8 1.88  19.54                   0 0
1311                             Gaia DR3 3745977158817691520                                             11.60                      1.338 10.84                 0.727 5p  77 8 0.156 1.304 0.128 0.025 0.079 0.112 4.0e-05    4.1  9.6 1.89  20.47                   0 0
1312 12 28 43.4657 -37 05 38.428 Gaia DR3 6156797960543867648 TYC 7246-214-1                              11.60  11.34   9.61  1.580 1.132  8.19                 0.815 5p  38 9 0.135 1.291 0.131 0.025 0.075 0.110 4.2e-03    2.9 13.4 1.96  16.06                   0 0
1313 20 45 27.2478 +02 11 47.390 Gaia DR3 4231866671575392128 LP  636-4                                   11.60          9.19        1.397 12.13                 0.722 5p  46 8 0.126 1.305 0.127 0.025 0.076 0.103 3.3e-03    2.9  7.9 1.88  22.86                   0 0
1314 09 27 47.2017 -14 19 57.056 Gaia DR3 5689599359479535872 UCAC2  26669630                             11.61  12.12   9.05  1.240 1.546 12.94                 0.731 5p  43 9 0.148 1.489 0.127 0.027 0.074 0.127 1.0e-04    3.9  9.1 1.89  24.49                   0 0
1315 12 21 46.6200 -03 18 31.357 Gaia DR3 3693393564975713408 TYC 4944-412-1                              11.61  11.95   9.52  0.440 1.200  9.23                 0.784 5p  43 9 0.140 1.282 0.129 0.025 0.077 0.112 1.6e-03    3.2 11.9 1.94  17.88                   0 0
1316 16 46 12.9436 +19 43 44.754 Gaia DR3 4563150865055959424 TYC 1528-771-1                              11.61  11.88   9.00  1.390 1.575 13.06                 0.698 5p  89 8 0.192 1.805 0.126 0.027 0.073 0.169 0.0e+00 9999.0 11.7 1.86  24.34                   0 0
1317 18 46 35.9261 +11 45 33.190 Gaia DR3 4504468035398496256 LSPM J1846+1145                             11.61          9.43        1.215 10.20                 0.763 5p  44 8 0.167 1.455 0.129 0.025 0.077 0.142 1.0e-05    4.5 13.3 1.92  19.57                   0 0
1318                             Gaia DR3 4391303343729906688                                             11.61                      1.283  9.17                 0.743 5p  58 9 0.149 1.370 0.128 0.025 0.073 0.108 5.7e-04    3.4 11.1 1.90  17.44                   0 0
1319                             Gaia DR3  260656101996458752                                             11.61                      1.528 12.69                 0.734 5p  60 8 0.172 1.515 0.127 0.026 0.074 0.128 0.0e+00    4.6  9.5 1.89  24.03                   0 0
1320 02 49 38.1865 -27 06 16.787 Gaia DR3 5072563226497121536 UCAC2  20536569                             11.61  12.05   9.13  1.200 1.475 12.29                 0.726 5p  54 9 0.137 1.371 0.127 0.026 0.075 0.108 7.0e-04    3.4  8.2 1.89  23.20                   0 0
1321 07 02 14.7026 +59 35 31.944 Gaia DR3 1002330983317378048 TYC 3779-697-1                              11.61  11.98   9.60  0.720 1.164  7.87                 0.767 5p  52 9 0.139 1.358 0.129 0.025 0.071 0.107 1.5e-03    3.2 13.1 1.92  15.12                   0 0
1322 18 06 10.2038 -53 07 40.468 Gaia DR3 6701477054369645440 TYC 8743-960-1                              11.61  11.57   9.57  1.190 1.187  8.26                 0.774 5p  57 9 0.146 1.257 0.129 0.025 0.074 0.095 5.0e-03    2.8 11.2 1.93  15.92                   0 0
1323 16 46 15.1439 -07 24 51.134 Gaia DR3 4340474712181506944 TYC 5062-383-1                              11.61  11.61   9.05  1.840 1.460  8.27                 0.832 5p  45 9 0.132 1.351 0.127 0.025 0.072 0.098 6.3e-03    2.7 12.1 1.98  16.33                   2 0
1324 01 04 42.9672 +43 57 19.574 Gaia DR3  376323011547245568 TYC 2811-1445-1                             11.61  12.05   9.52  0.610 1.228  8.76                 0.754 5p  50 8 0.172 1.339 0.128 0.025 0.074 0.110 9.2e-04    3.3 12.0 1.91  16.75                   0 0
1325                             Gaia DR3 5008037665067368448                                             11.61                      1.255  9.39                 0.742 5p  81 9 0.127 1.213 0.128 0.025 0.078 0.093 1.4e-03    3.2  9.4 1.90  17.86                   0 0
1326                             Gaia DR3 5090687816688171008                                             11.61                      1.205  8.52                 0.750 5p  63 9 0.132 1.222 0.129 0.025 0.076 0.092 5.5e-03    2.8 10.2 1.91  16.25                   0 0
1327                             Gaia DR3  646153094966995456                                             11.62                      1.222  7.79                 0.791 5p  60 9 0.140 1.216 0.128 0.025 0.079 0.099 2.4e-03    3.0 12.5 1.94  15.12                   0 0
1328                             Gaia DR3 3635516338040808576                                             11.62                      1.504 12.49                 0.714 5p  54 8 0.190 1.746 0.126 0.026 0.078 0.176 0.0e+00    7.0 13.0 1.88  23.45                   0 0
1329 09 32 02.7568 +61 57 23.829 Gaia DR3 1063216753239220224 TYC 4136-472-1                              11.62  12.28   9.49  0.970 1.211  9.00                 0.753 5p  79 8 0.150 1.223 0.128 0.025 0.075 0.087 4.7e-03    2.8  9.2 1.91  17.20                   0 0
1330 06 25 52.9723 -19 04 04.757 Gaia DR3 2940128387990101120 TYC 5955-1643-1                             11.62  11.72   9.69  1.420 1.110  8.02                 0.814 5p  66 9 0.145 1.248 0.130 0.025 0.073 0.093 4.6e-03    2.8 11.6 1.96  15.72                   0 0
1331 09 43 14.3369 +05 32 08.753 Gaia DR3 3852932285552661504 TYC  242-1128-1                             11.62  12.48   9.27  1.060 1.372 11.12                 0.719 5p  50 8 0.147 1.400 0.126 0.024 0.076 0.119 1.3e-04    3.8  9.9 1.88  20.91                   0 0
1332 04 10 56.4604 +53 46 54.941 Gaia DR3  275989414421734272 1RXS J041055.5+534657                       11.62  11.87   9.39  0.917 1.197  8.64                 0.838 5p  61 9 0.159 1.340 0.128 0.025 0.073 0.110 3.0e-04    3.6 13.0 1.98  17.10                   0 0
1333 12 10 55.7412 -38 07 22.885 Gaia DR3 3461047619653905664 UCAC3 104-128740                            11.62  12.14   9.01  1.280 1.579 13.46                 0.708 5p  78 8 0.165 1.494 0.126 0.027 0.075 0.129 0.0e+00    5.3  8.7 1.87  25.20                   0 0
1334                             Gaia DR3 1796298195276876544                                             11.62                      1.472 12.17                 0.732 5p  48 8 0.170 1.504 0.126 0.025 0.069 0.112 5.4e-04    3.5  8.6 1.89  23.04                   0 0
1335 16 56 11.2227 +16 53 24.270 Gaia DR3 4558540990755767808 TYC 1526-480-1                              11.62  11.88   9.36  1.200 1.303  9.82                 0.735 5p  96 8 0.173 1.608 0.127 0.024 0.071 0.139 0.0e+00    6.5 13.3 1.90  18.61                   0 0
1336                             Gaia DR3 3943906706564426496                                             11.63                      1.234  8.83                 0.741 5p  38 9 0.125 1.283 0.127 0.025 0.078 0.110 2.6e-03    3.0 11.8 1.90  16.78                   0 0
1337 13 26 19.7753 -03 09 25.498 Gaia DR3 3637820570815117312 UCAC2  30706037                             11.63  12.09  10.37  1.310 1.534 12.20                 0.729 5p  70 9 0.190 1.761 0.125 0.026 0.078 0.177 0.0e+00    8.0 13.5 1.89  23.06                   0 0
1338 22 01 50.6299 -09 32 28.075 Gaia DR3 2617577031252453120 Wolf 1542                                   11.63  12.28   8.76        1.782 19.30                 0.596 5p  42 9 0.202 1.886 0.129 0.030 0.075 0.194 0.0e+00    6.9  8.2 1.77  34.11                   0 0
1339 15 57 34.4301 +12 58 46.875 Gaia DR3 1191413521207457024 TYC  952-579-1                              11.63  11.85   9.28  0.280 1.324 11.68                 0.725 5p  54 9 0.159 1.414 0.126 0.024 0.073 0.116 1.4e-04    3.8  9.2 1.89  22.04                   0 0
1340 08 39 10.5204 +35 46 01.720 Gaia DR3  717577164150145152 2MASS J08391042+3546012                     11.63  11.98   8.93        1.632 14.01                 0.703 5p  43 9 0.159 1.385 0.125 0.027 0.077 0.118 3.2e-04    3.6  7.7 1.87  26.17                   0 0
1341 22 50 10.2685 +41 35 14.362 Gaia DR3 1932777133362520576 TYC 3223-534-1                              11.63  11.96   9.34  1.300 1.326  9.78                 0.745 5p  94 8 0.148 1.475 0.126 0.024 0.071 0.116 0.0e+00    4.9 11.2 1.90  18.62                   0 0
1342 07 18 15.0827 +46 21 24.669 Gaia DR3  974777638538751488 TYC 3392-498-1                              11.63  11.62   9.50  1.360 1.217  8.83                 0.749 5p  33 9 0.146 1.390 0.127 0.025 0.072 0.118 1.8e-03    3.1 12.6 1.91  16.84                   0 0
1343 21 09 28.2070 -63 33 06.050 Gaia DR3 6449856124752150272 TYC 9106-1001-1                             11.63  11.91   9.73  0.900 1.115  7.59                 0.823 5p  80 8 0.142 1.268 0.129 0.025 0.074 0.097 9.9e-04    3.3 12.8 1.97  14.94                   0 0
1344 16 00 32.8281 -30 03 46.492 Gaia DR3 6040214994608401152 TYC 7329-427-1                              11.63  12.32   9.61  0.420 1.135  7.96                 0.783 5p  49 9 0.149 1.334 0.128 0.025 0.073 0.109 1.2e-03    3.2 13.4 1.94  15.40                   0 0
1345                             Gaia DR3 6114853138133112832                                             11.63                      1.422 11.73                 0.719 5p  32 9 0.129 1.415 0.125 0.025 0.070 0.106 6.6e-03    2.7  8.3 1.88  22.07                   0 0
1346 21 43 28.1209 -36 44 19.327 Gaia DR3 6586444468538690560 TYC 7493-556-1                              11.63  12.72   9.33  0.580 1.350 10.29                 0.717 5p  74 8 0.145 1.230 0.125 0.024 0.080 0.098 6.7e-04    3.4  8.8 1.88  19.34                   0 0
1347 12 51 57.3311 +42 23 16.423 Gaia DR3 1528120987069412352 TYC 3023-782-1                              11.63  12.23   9.53  0.710 1.201  8.70 G9              0.750 5p  73 9 0.143 1.255 0.127 0.025 0.077 0.100 6.8e-04    3.4 10.9 1.91  16.60                   0 0
1348 09 30 40.8205 -24 32 58.898 Gaia DR3 5662398300802383488 TYC 6605-658-1                              11.63  11.82   9.45  1.430 1.268  9.28                 0.741 5p  56 8 0.158 1.359 0.126 0.024 0.074 0.108 5.1e-04    3.5 11.0 1.90  17.63                   0 0
1349 00 08 21.5296 +37 47 40.537 Gaia DR3 2877657607631758080 TYC 2781-880-1                              11.63  11.97   9.62  0.670 1.138  8.20                 0.797 5p  67 9 0.146 1.310 0.128 0.025 0.075 0.110 1.8e-04    3.7 13.2 1.95  15.96                   0 0
1350 02 30 11.1215 -18 31 00.452 Gaia DR3 5131441490048392192 LP  770-74                       HIP 11640  11.63          9.16        1.415 12.79                 0.703 5p  62 8 0.187 1.711 0.125 0.025 0.079 0.174 0.0e+00    7.4 12.3 1.87  23.89                   0 0
1351 18 52 32.1037 +44 00 07.147 Gaia DR3 2105329991397882880 UCAC4 671-068319                            11.63  12.14   8.94  1.374 1.614 12.28 K6V             0.709 5p  38 9 0.168 1.519 0.124 0.027 0.076 0.137 2.0e-05    4.2 10.2 1.87  22.99                   0 0
1352 15 29 48.1437 +29 44 42.015 Gaia DR3 1273604695442294016 TYC 2032-641-1                              11.63  11.88   9.33  1.040 1.286  9.70                 0.773 5p  79 9 0.137 1.327 0.126 0.024 0.075 0.102 2.3e-04    3.7 10.2 1.93  18.69                   0 0
1353                             Gaia DR3 4525765751732450944                                             11.63                      1.167  7.27                 0.795 5p  75 9 0.149 1.272 0.127 0.025 0.075 0.098 8.1e-04    3.4 13.3 1.95  14.14                   0 0
1354                             Gaia DR3  181481098611025280                                             11.63                      1.241  8.04                 0.783 5p  45 9 0.142 1.330 0.126 0.024 0.072 0.099 5.3e-03    2.8 12.1 1.94  15.56                   0 0
1355 12 01 45.8903 -30 40 42.963 Gaia DR3 3467681007663089024 TYC 7231-1195-1                             11.64  12.10   9.47  0.840 1.270  9.17                 0.738 5p  42 8 0.143 1.325 0.126 0.024 0.077 0.113 9.9e-04    3.3 11.6 1.90  17.41                   0 0
1356 18 51 46.7345 -78 57 37.119 Gaia DR3 6364244198042418176 UCAC3 23-54992                              11.64  12.23   9.02  1.180 1.554 12.51                 0.704 5p  50 8 0.185 1.529 0.124 0.026 0.076 0.137 0.0e+00    4.8 10.0 1.87  23.37                   0 0
1357 09 58 56.9739 +08 39 37.831 Gaia DR3 3877854194065469056 TYC  829-645-1                              11.64  12.29   9.17  0.560 1.461 10.89                 0.722 5p  37 9 0.141 1.318 0.124 0.025 0.076 0.103 5.0e-03    2.8  8.8 1.88  20.51                   0 0
1358 19 22 38.4575 +12 51 01.180 Gaia DR3 4316099810719127808 LSPM J1922+1251                             11.64          8.69        1.840 17.76                 0.647 5p  48 9 0.208 1.657 0.129 0.031 0.077 0.167 0.0e+00    6.0  8.1 1.82  32.26                   1 0
1359                             Gaia DR3 1469717403303143296                                             11.64                      1.242  9.17                 0.744 5p  47 9 0.122 1.212 0.126 0.024 0.078 0.096 6.9e-03    2.7  9.8 1.90  17.44                   0 0
1360                             Gaia DR3 1522934281484035968                                             11.64                      1.281  9.26                 0.741 5p  73 9 0.143 1.260 0.125 0.024 0.080 0.105 1.6e-04    3.8 10.7 1.90  17.61                   0 0
1361                             Gaia DR3 5900103403273950720                                             11.64                      1.537 13.60                 0.711 5p  53 9 0.131 1.336 0.124 0.026 0.076 0.102 1.4e-03    3.2  6.9 1.87  25.50                   0 0
1362 08 57 05.1453 +05 03 33.535 Gaia DR3  581793967813868672 TYC  221-271-1                              11.64  12.32   9.69  0.420 1.136  8.17                 0.797 5p  68 8 0.146 1.201 0.127 0.025 0.077 0.091 3.8e-03    2.9 11.1 1.95  15.92                   0 0
1363 09 09 03.5045 -33 14 06.947 Gaia DR3 5627961562264843648 TYC 7156-820-1                              11.64  11.99   9.74  0.830 1.071  7.14                 0.782 5p  64 9 0.140 1.251 0.129 0.025 0.072 0.090 6.8e-03    2.7 12.3 1.93  13.82                   0 0
1364 23 57 19.5449 -08 03 40.772 Gaia DR3 2441352805111994624 UCAC2  29027232                             11.64          9.39        1.314  9.25                 0.750 5p  43 9 0.158 1.386 0.125 0.024 0.077 0.122 1.5e-04    3.8 12.6 1.91  17.65                   0 0
1365 00 50 24.1818 -05 52 22.880 Gaia DR3 2525398065189899904 TYC 4680-499-1                              11.64  11.16   9.41  1.920 1.317  9.58                 0.725 5p  53 9 0.149 1.239 0.125 0.024 0.079 0.099 2.3e-03    3.0  9.6 1.89  18.07                   0 0
1366                             Gaia DR3 5742495931882808448                                             11.64                      1.307 10.00                 0.720 5p  51 9 0.164 1.568 0.125 0.024 0.075 0.145 0.0e+00    5.3 13.4 1.88  18.82                   0 0
1367 12 29 01.8895 -13 31 02.557 Gaia DR3 3527985165995575680 UCAC2  26892658                             11.64  12.05   9.46  0.970 1.270  9.36                 0.734 5p  52 9 0.154 1.345 0.125 0.024 0.077 0.117 1.2e-04    3.8 11.7 1.89  17.73                   0 0
1368 12 55 58.6393 -40 05 48.709 Gaia DR3 6140521889918048000 UCAC4 250-057437                            11.64  12.09   9.12  1.226 1.502 11.70                 0.732 5p  44 9 0.136 1.334 0.123 0.026 0.074 0.098 5.2e-03    2.8  7.8 1.89  22.14                   0 0
1369 05 16 28.8908 +54 24 25.130 Gaia DR3  266651945064789248 Gaia DR3 266651945064789248                 11.64                      1.436 11.98                 0.696 5p  68 8 0.182 1.563 0.123 0.025 0.073 0.132 0.0e+00    5.3  9.9 1.86  22.30                   0 0
1370                             Gaia DR3 3414060879296925568                                             11.65                      1.300  9.69                 0.735 5p  56 8 0.164 1.379 0.124 0.024 0.073 0.107 5.0e-04    3.5 10.3 1.90  18.37                   0 0
1371 13 30 36.6399 -05 15 42.612 Gaia DR3 3632073762838417920 UCAC3 170-126415                            11.65  12.02   9.32  1.190 1.373 10.75                 0.750 5p  37 9 0.146 1.435 0.123 0.024 0.076 0.126 1.8e-04    3.8 11.1 1.91  20.50                   0 0
1372 21 59 59.7660 +20 06 53.772 Gaia DR3 1779998519509290496 TYC 1687-1569-1                             11.65  11.70   9.43  0.990 1.288  9.42                 0.773 5p  49 8 0.153 1.494 0.124 0.024 0.071 0.121 8.0e-05    4.0 12.4 1.93  18.16                   0 0
1373 03 59 12.4902 -23 41 55.950 Gaia DR3 5084149398994695168 Gaia DR3 5084149398994695168                11.65                      1.320  9.01                 0.847 5p  93 9 0.154 1.382 0.124 0.024 0.076 0.117 0.0e+00    5.0 13.3 1.99  17.91                   0 0
1374                             Gaia DR3 1106079908381393920                                             11.65                      1.421 11.54                 0.739 5p 102 9 0.151 1.457 0.123 0.024 0.072 0.111 0.0e+00    4.9  9.1 1.90  21.91                   0 0
1375 03 36 40.0870 +66 01 38.726 Gaia DR3  491618247516828672 TYC 4074-672-1                              11.65  11.92   9.31  1.350 1.372 10.49                 0.735 6p  90 8 0.214 2.030 0.147 0.040 0.063 0.151 0.0e+00    5.7 13.5 1.90  19.87                   0 0
1376 20 13 45.1167 +18 02 59.080 Gaia DR3 1810204371684271360 TYC 1622-1559-1                             11.65  11.66   9.43  1.170 1.300  9.13                 0.739 5p  74 8 0.152 1.294 0.124 0.024 0.076 0.100 3.5e-04    3.6 10.3 1.90  17.33                   0 0
1377                             Gaia DR3 4449402092195068288                                             11.65                      1.104  7.76                 0.834 5p  61 8 0.159 1.297 0.127 0.025 0.072 0.098 2.0e-03    3.1 12.9 1.98  15.34                   0 0
1378 22 31 11.4583 -57 09 11.393 Gaia DR3 6504568197008596352 1RXS J223111.6-570903                       11.65  12.07   9.38        1.316  9.97                 0.738 5p  58 9 0.119 1.424 0.124 0.024 0.073 0.115 7.0e-05    4.0 10.8 1.90  18.92                   0 0
1379 11 42 32.1994 +47 33 46.795 Gaia DR3  787147697255431936 TYC 3452-1724-1                             11.65  11.57   9.53  1.230 1.227  8.02 K1V             0.762 5p  60 9 0.155 1.283 0.125 0.024 0.079 0.110 1.7e-04    3.8 13.2 1.92  15.39                   0 0
1380 03 48 26.0326 +43 40 30.225 Gaia DR3  243436104936842112 TYC 2875-515-1                              11.65  11.86         0.710 1.182  7.65                 0.792 5p  42 9 0.128 1.319 0.125 0.024 0.073 0.105 3.0e-03    3.0 13.5 1.94  14.87                   0 0
1381                             Gaia DR3 2794647636534396800                                             11.65                      1.128  8.27                 0.821 5p  48 8 0.128 1.281 0.126 0.025 0.077 0.110 8.4e-04    3.3 13.4 1.97  16.26                   0 0
1382 17 06 11.3596 +18 08 42.280 Gaia DR3 4560116728363865984 UCAC4 541-061243                            11.65          9.02        1.552 13.12                 0.682 5p  74 8 0.162 1.577 0.123 0.026 0.072 0.128 0.0e+00    5.3  8.7 1.85  24.26                   0 0
1383 11 36 15.6611 +46 14 45.445 Gaia DR3  786184937375972736 UCAC4 682-052006                            11.65  12.11   9.15  1.205 1.459 12.39                 0.724 5p  77 8 0.159 1.509 0.123 0.025 0.077 0.132 0.0e+00    5.7  9.9 1.89  23.36                   0 0
1384                             Gaia DR3 2799330082895395712                                             11.65                      1.297  9.26                 0.734 5p  42 9 0.145 1.284 0.124 0.024 0.077 0.104 2.8e-03    3.0 10.5 1.89  17.55                   0 0
1385 19 48 17.2700 -09 07 05.635 Gaia DR3 4193878304323049472 TYC 5725-1186-1                             11.65  11.60   9.37  1.380 1.344  9.88                 0.737 5p  51 9 0.130 1.308 0.123 0.024 0.075 0.101 1.9e-03    3.1  9.6 1.90  18.73                   0 0
1386                             Gaia DR3 6594828313419003520                                             11.65                      1.419 11.71                 0.725 5p  49 8 0.127 1.274 0.123 0.024 0.078 0.097 3.6e-03    2.9  7.7 1.89  22.09                   0 0
1387 16 11 41.4967 +18 36 42.854 Gaia DR3 1201407222910129152 TYC 1508-852-1                              11.65  11.82   9.52  1.270 1.227  8.67                 0.748 5p  57 9 0.139 1.304 0.125 0.024 0.073 0.097 2.3e-03    3.1 10.6 1.91  16.54                   0 0
1388 23 52 42.1778 -45 13 55.150 Gaia DR3 6531081171862024320 TYC 8457-1317-1                             11.65  12.25   9.21  0.940 1.442 12.23                 0.704 5p  50 9 0.134 1.441 0.122 0.025 0.073 0.114 1.8e-04    3.7  8.5 1.87  22.86                   0 0
1389                             Gaia DR3  161264270936060160                                             11.65                      1.554 12.50                 0.717 5p  63 9 0.138 1.466 0.122 0.026 0.072 0.112 6.0e-05    4.0  8.2 1.88  23.49                   0 0
1390                             Gaia DR3 1784021220238645760                                             11.66                      1.588 13.32                 0.713 5p  43 8 0.160 1.444 0.122 0.026 0.073 0.113 5.4e-04    3.5  7.8 1.88  24.99                   0 0
1391                             Gaia DR3 1095973609814069504                                             11.66                      1.127  7.33                 0.778 5p 100 9 0.143 1.261 0.126 0.025 0.073 0.090 7.7e-04    3.4 11.9 1.93  14.16                   0 0
1392 20 41 03.5597 +17 03 03.858 Gaia DR3 1811352532391050368 TYC 1638-79-1                               11.66  11.22   9.69  1.920 1.112  7.28                 0.782 5p  58 9 0.149 1.249 0.126 0.025 0.075 0.098 2.2e-03    3.1 13.2 1.93  14.08                   0 0
1393 10 12 02.4624 +50 33 12.441 Gaia DR3  847898360380184448 TYC 3440-1306-1                             11.66  11.84   9.55  1.660 1.235  8.04                 0.766 5p  57 9 0.133 1.243 0.124 0.024 0.080 0.105 5.9e-04    3.4 12.6 1.92  15.45                   0 0
1394 05 19 59.9043 +54 04 26.064 Gaia DR3  266594255061532416 LSPM J0519+5404                             11.66          9.22        1.402 12.35                 0.692 5p  90 9 0.145 1.363 0.122 0.024 0.073 0.097 1.4e-04    3.8  7.1 1.86  22.95                   0 0
